artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Queens of the Stone Age,Halloween Party 2022,Burn The Witch,0,217213,0,0.452,0.819,2,-4.394,1,0.0863,0.175,0.69,0.224,0.423,124.649,4,rock
Andrés Calamaro;Julio Iglesias,Música para casa,Bohemio,0,208004,0,0.784,0.461,4,-9.546,0,0.0314,0.662,5.9e-05,0.107,0.733,102.165,4,rock
INXS,Hits Pop Rock 90's,Elegantly Wasted,1,272506,0,0.736,0.781,5,-3.98,1,0.0443,0.00124,0.0138,0.0796,0.787,110.014,4,rock
INXS,Hits Pop Rock 90's,Don't Lose Your Head,0,242306,0,0.532,0.96,5,-4.765,1,0.127,0.00955,0.00998,0.105,0.236,115.114,4,rock
ZZ Top,80's,Sharp Dressed Man - 2003 Remaster,0,253413,0,0.527,0.786,5,-8.01,1,0.0362,0.000153,0.00271,0.085,0.343,125.117,4,rock
Andrés Calamaro,Rock x siempre,Miro Por La Ventana - Remastered 2017,0,177413,0,0.554,0.757,11,-8.653,0,0.0705,0.00543,0.0541,0.258,0.907,148.27,4,rock
Andrés Calamaro;Carlos Vives,Pañuelos al viento,Algún Lugar Encontraré,0,254955,0,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-06,0.137,0.52,108.06,4,rock
Andrés Calamaro,Música para casa,Transito Lento,0,194080,0,0.704,0.533,9,-6.94,0,0.0315,0.587,1.64e-05,0.254,0.695,94.056,4,rock
Andrés Calamaro,Rock x siempre,Otro Amor En Avellaneda - Remastered 2017,0,144066,0,0.637,0.572,11,-6.913,0,0.107,0.113,0,0.0645,0.615,138.177,4,rock
Andrés Calamaro,Música para casa,Cuarteles De Invierno,0,212440,0,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,4,rock
Andrés Calamaro;Juanes;Niño Josele,Música para casa,Enganchate Conmigo,0,225616,0,0.682,0.646,4,-9.274,0,0.0667,0.576,2.13e-05,0.0978,0.785,87.891,4,rock
Andrés Calamaro,Música para casa,Diego Armando Canciones,0,213946,0,0.32,0.515,2,-8.018,1,0.0412,0.373,1.74e-06,0.089,0.568,78.021,4,rock
Supertramp,Fiesta temática 70s,Give A Little Bit,0,248173,0,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,rock
Supertramp,Best 70s Rock Tunes,Give A Little Bit,1,248173,0,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,rock
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,76,217026,0,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,rock
The Killers,Hot Fuss,Mr. Brightside,86,222973,0,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4,rock
Queen,Bohemian Rhapsody (The Original Soundtrack),I Want To Break Free,72,223080,0,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,4,rock
The 1975,I'm In Love With You,I'm In Love With You,78,262623,1,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4,rock
Kaavish,Nindiya Re (Studio Version),Nindiya Re - Studio Version,50,225645,0,0.655,0.104,5,-21.089,1,0.0319,0.891,0.0011,0.105,0.506,99.986,4,rock
The Script,#3 Deluxe Version,Hall of Fame,60,201093,0,0.511,0.872,10,-4.414,1,0.0491,0.0807,0,0.0975,0.511,84.953,4,rock
OneRepublic,Native,I Lived,71,234546,0,0.593,0.851,9,-5.456,1,0.0446,0.0683,0,0.271,0.344,119.987,4,rock
The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,77,243026,0,0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4,rock
STARSET,Transmissions (Deluxe Version),My Demons,73,288036,0,0.274,0.652,5,-6.196,0,0.0625,0.00768,6.42e-05,0.108,0.1,173.008,4,rock
The Goo Goo Dolls,Session Acoustique,Iris - Acoustic,4,205600,0,0.446,0.292,2,-14.207,1,0.0348,0.452,0.025,0.084,0.559,157.831,3,rock
?,La Fine dell'Estate,Iris,0,289906,0,0.291,0.791,11,-5.683,0,0.0361,0.00133,5.17e-06,0.0811,0.511,155.669,3,rock
The Goo Goo Dolls,Rock - Best of 2022,"Yeah, I Like You",3,264466,0,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,rock
Christina Perri,Music for Rainy Days,Jar of Hearts,0,246587,0,0.373,0.348,3,-6.142,1,0.0314,0.728,0,0.12,0.0899,74.885,4,rock
Lenny Kravitz,Coffee Chill,Superlove,0,208626,0,0.664,0.783,9,-6.602,0,0.0321,0.00531,0.327,0.0245,0.976,100.204,4,rock
Lenny Kravitz,Los Clásicos del Pop 90s,It Ain't Over 'Til It's Over,1,242640,0,0.66,0.752,6,-5.839,1,0.0487,0.251,0.00398,0.322,0.934,159.684,4,rock
Lenny Kravitz,OK Boomers - Top Tunes,Superlove,0,208626,0,0.664,0.783,9,-6.602,0,0.0321,0.00531,0.327,0.0245,0.976,100.204,4,rock
The Goo Goo Dolls,OK Boomers - Top Tunes,Black Balloon,3,249533,0,0.339,0.625,1,-8.57,1,0.028,0.056,0.000101,0.229,0.334,104.679,4,rock
The Goo Goo Dolls,Human - Best Adult Pop Tunes,"Yeah, I Like You",0,264466,0,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,rock
The Goo Goo Dolls,Rock Brandneu,"Yeah, I Like You",0,264466,0,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,rock
The Goo Goo Dolls,Holly Jolly Christmas,Christmas All Over Again,0,259798,0,0.457,0.768,9,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,rock
Lenny Kravitz,Human - Best Adult Pop Tunes,Push,0,263013,0,0.577,0.797,7,-6.033,1,0.0281,0.0154,0.00463,0.0737,0.716,149.725,4,rock
The Goo Goo Dolls,Perfect Christmas Hits,Christmas All Over Again,0,259798,0,0.457,0.768,9,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,rock
The Goo Goo Dolls,Christmas Time,Christmas All Over Again,0,259798,0,0.457,0.768,9,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,rock
Annie Lennox,Helloween Party,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",2,210520,0,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.358,173.98,3,rock
The Goo Goo Dolls,Christmas Music - Holiday Hits,Christmas All Over Again,0,259798,0,0.457,0.768,9,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,rock
La Oreja de Van Gogh,Éxitos del Pop en Español de los Años 2000,Rosas,0,237146,0,0.773,0.691,9,-4.539,1,0.0268,0.655,2.77e-06,0.111,0.529,106.988,4,rock
The Goo Goo Dolls,Merry Christmas,Christmas All Over Again,0,259798,0,0.457,0.768,9,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,rock
Annie Lennox,Halloween Hits,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",3,210520,0,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.358,173.98,3,rock
The Goo Goo Dolls,This Is Why - This Is Rock,"Yeah, I Like You",0,264466,0,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,rock
Tom Petty,Halloween Hits,Zombie Zoo,1,178506,?,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,rock
The Goo Goo Dolls,Just Best Covers,Give a Little Bit,1,214400,0,0.557,0.951,0,-3.003,1,0.033,0.00194,0.000172,0.157,0.528,93.97,4,rock
Tom Petty,Helloween Party,Zombie Zoo,1,178506,0,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,rock
Lenny Kravitz,Los Clásicos del Pop 90s,American Woman,1,261706,0,0.649,0.709,1,-7.989,1,0.0802,0.0212,0,0.0732,0.605,83.975,4,rock
Annie Lennox,Christmas Songs 2022,Angels From The Realms of Glory,0,240146,0,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,rock
Tom Petty,Обратно в клас - rock,Free Fallin',0,255680,0,0.619,0.504,5,-11.562,1,0.025,0.0614,0,0.06,0.568,84.335,4,rock
Tom Petty,Rock & Halloween,Zombie Zoo,1,178506,0,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,rock
Tom Petty,Pop & Halloween,Zombie Zoo,0,178506,0,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,rock
Annie Lennox,Halloween Party 2022,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",0,210520,0,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.358,173.98,3,rock
Annie Lennox,All I Want For Christmas Is You,Angels From The Realms of Glory,0,240146,0,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,rock
Tom Petty,Rock Workout 2023,Free Fallin',1,255680,0,0.619,0.504,5,-11.562,1,0.025,0.0614,0,0.06,0.568,84.335,4,rock
Annie Lennox,Christmas Classics,Angels From The Realms of Glory,0,240146,0,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,rock
Talking Heads,OK Boomers - Top Tunes,Psycho Killer - 2005 Remaster,1,261413,0,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,rock
Annie Lennox,Weihnachtslieder 2022,Angels From The Realms of Glory,0,240146,0,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,rock
Annie Lennox,Christmas Best Hits 2022,Angels From The Realms of Glory,0,240146,0,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,rock
Tom Petty,Fishing Music,I Won't Back Down,1,175373,0,0.765,0.63,7,-9.751,1,0.0304,0.0467,3.06e-05,0.223,0.963,113.967,4,rock
Talking Heads,80's,Once in a Lifetime - 2005 Remaster,0,259906,?,0.644,0.919,2,-6.289,1,0.0561,0.179,0.135,0.622,0.87,117.458,4,rock
Annie Lennox;African Children's Choir,Weihnachtslieder 2022,Universal Child,0,254320,0,0.516,0.172,0,-12.172,1,0.0264,0.767,0,0.113,0.152,78.018,4,rock
Talking Heads,Halloween Party Hits 2022,Psycho Killer - 2005 Remaster,0,261413,0,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,rock
Lenny Kravitz,Hits Pop Rock 90's,American Woman,1,261706,0,0.649,0.709,1,-7.989,1,0.0802,0.0212,0,0.0732,0.605,83.975,4,rock
Lenny Kravitz,Hits Pop Rock 90's,Are You Gonna Go My Way,?,211487,0,0.611,0.826,11,-5.313,0,0.0353,0.000818,0.016,0.33,0.719,129.102,4,rock
The Neighbourhood,Wiped Out!,The Beach,78,255133,0,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,rock
Karakoram;Faris Shafi;Talha Anjum,Ye Dunya,Ye Dunya,52,312337,0,0.535,0.665,9,-7.67,0,0.0629,0.101,0,0.367,0.322,75.033,4,rock
Journey;Steve Perry,Separate Ways (Worlds Apart) [Bryce Miller/Alloy Tracks Remix],Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,72,165074,0,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,4,rock
a-ha,Hunting High and Low,Take on Me,85,225280,0,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,rock
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,0,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,rock
The Score,ATLAS,Revolution,67,231986,0,0.574,0.833,8,-6.239,0,0.0563,0.0611,0,0.105,0.574,86.008,4,rock
Arctic Monkeys,I Ain't Quite Where I Think I Am,I Ain’t Quite Where I Think I Am,65,191173,0,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-05,0.085,0.667,192.685,4,rock
Raghu Dixit,Just Maath Maathali,Baanina Haniyu,47,164832,0,0.484,0.384,5,-7.282,1,0.0314,0.517,0,0.149,0.185,134.242,3,rock
Imagine Dragons,Mercury - Acts 1 & 2,Wrecked,73,244004,0,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,4,rock
Lenny Kravitz,90's Music Grandi Successi,I Belong To You,1,257066,0,0.691,0.686,7,-7.465,0,0.0493,0.000647,0.00456,0.106,0.666,87.312,4,rock
James Blunt,Session Acoustique,You're Beautiful,0,209493,1,0.675,0.479,0,-9.87,0,0.0278,0.633,1.81e-05,0.0881,0.454,81.993,4,rock
James Blunt,Mellow Adult Pop,Postcards,3,286973,0,0.723,0.617,11,-8.312,1,0.0301,0.566,0,0.252,0.677,100.015,4,rock
Andy Grammer,Frühstücksmusik Herbst/Winter 2022/2023,Joy,0,193621,0,0.675,0.793,2,-6,1,0.157,0.108,0,0.103,0.233,111.907,4,rock
James Blunt,Holly Jolly Christmas,Wisemen,1,221773,1,0.635,0.701,10,-5.969,1,0.0268,0.253,4.91e-05,0.165,0.633,151.894,4,rock
James Blunt,Christmas Time,Wisemen,2,221773,1,0.635,0.701,10,-5.969,1,0.0268,0.253,4.91e-05,0.165,0.633,151.894,4,rock
Lenny Kravitz,90's Music Grandi Successi,It Ain't Over 'Til It's Over,0,242640,0,0.66,0.752,6,-5.839,1,0.0487,0.251,0.00398,0.322,0.934,159.684,4,rock
James Blunt,Merry Christmas,Wisemen,2,221773,1,0.635,0.701,10,-5.969,1,0.0268,0.253,4.91e-05,0.165,0.633,151.894,4,rock
ONE OK ROCK,Rock Brandneu,Save Yourself,1,197995,0,0.503,0.849,5,-2.709,1,0.0615,0.00428,0,0.0667,0.762,165.096,4,rock
Counting Crows,Fiesta temática 90s,Mr. Jones,0,272733,0,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,rock
James Blunt,Good Enough - Easy Pop,You're Beautiful,0,209493,1,0.675,0.479,0,-9.87,0,0.0278,0.633,1.81e-05,0.0881,0.454,81.993,4,rock
James Blunt,Human - Best Adult Pop Tunes,Bonfire Heart,0,238000,0,0.575,0.821,0,-5.699,1,0.0533,0.184,0,0.124,0.473,118.025,4,rock
Blur,Maintain Your Mojo,Song 2 - 2012 Remaster,?,121160,0,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,rock
Chicago,OK Boomers - Top Tunes,Street Player,2,550706,0,0.765,0.833,10,-5.162,0,0.0873,0.0376,0.268,0.0824,0.837,126.422,4,rock
James Blunt,Feeling Good - Adult Pop Favorites,Bonfire Heart,1,238000,0,0.575,0.821,0,-5.699,1,0.0533,0.184,0,0.124,0.473,118.025,4,rock
Counting Crows,Rock n Roll Christmas,A Long December,0,297293,0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
Counting Crows,Alternative Christmas 2022,A Long December,0,297293,0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
Counting Crows,Alternative Christmas 2022,A Long December,0,297293,0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
Counting Crows;Vanessa Carlton,OO's Music Grandi Successi,Big Yellow Taxi,1,226826,0,0.674,0.867,1,-4.329,1,0.0462,0.00199,0,0.206,0.821,88.04,4,rock
Billy Idol,80s Bangers Vol. 1,Rebel Yell,2,288533,0,0.531,0.864,4,-4.948,0,0.0611,0.000753,0.00046,0.354,0.485,166.312,4,rock
James Blunt,20's Rock,Love Under Pressure,0,165033,0,0.613,0.754,5,-6.051,0,0.0348,0.00612,0,0.129,0.703,110.017,4,rock
Counting Crows,Los Clásicos del Pop 90s,Mr. Jones,0,272733,0,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,rock
Counting Crows,Fiesta temática 90s,Hanginaround,0,252720,0,0.514,0.781,0,-6.703,1,0.0639,0.248,0,0.731,0.717,90.522,4,rock
Lenny Kravitz,90's Music Grandi Successi,Fly Away,0,221893,0,0.597,0.868,7,-5.095,1,0.0526,0.0212,0,0.664,0.709,160.021,4,rock
Counting Crows,Del gusto de mamá,Mr. Jones,0,272733,0,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,rock
Counting Crows,Christmas Songs 2022,A Long December,2,297293,0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
ONE OK ROCK,This Is Why - This Is Rock,Save Yourself,0,197995,0,0.503,0.849,5,-2.709,1,0.0615,0.00428,0,0.0667,0.762,165.096,4,rock
ONE OK ROCK,This Is Why - This Is Rock,Let Me Let You Go,0,180211,0,0.533,0.831,5,-3.696,1,0.0609,0.00804,0,0.0975,0.741,96.091,4,rock
Counting Crows,Обратно в клас - rock,Mr. Jones,0,272733,0,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,rock
Counting Crows,Christmas Rock 2022,A Long December,0,297293,0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
?,Mirando las nubes,Big Yellow Taxi,0,226826,0,0.674,0.867,1,-4.329,1,0.0462,0.00199,0,0.206,0.821,88.04,4,rock
Counting Crows,Rock Workout 2023,Mr. Jones,1,272733,0,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,rock
Volbeat,Twisted Halloween Hits,The Devil's Bleeding Crown,0,238653,0,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,rock
Volbeat,Halloween Spooky Party 2022,The Devil's Bleeding Crown,0,238653,0,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,rock
Volbeat,Halloween Party 2022,The Devil's Bleeding Crown,0,238653,0,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,rock
Volbeat,Halloween Metal Nights,Heaven Nor Hell,1,322613,0,0.411,0.767,3,-4.211,1,0.056,0.000621,0.00842,0.134,0.659,134.408,4,rock
Volbeat,Halloween Metal Nights,The Devil's Bleeding Crown,0,238653,0,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,rock
Blur,All Out Alternative,Song 2 - 2012 Remaster,0,121160,0,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,rock
Volbeat,Halloween Spooky Party 2022,Sorry Sack Of Bones,0,228666,1,0.407,0.954,7,-3.753,1,0.0532,0.000629,0.186,0.0545,0.454,171.988,4,rock
Counting Crows,Hits Pop Rock 90's,Mr. Jones,1,272733,0,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,rock
Blur,Alternative Rock Mixtape,The Universal,1,238520,0,0.32,0.546,9,-8.33,1,0.0278,0.181,1.98e-06,0.0928,0.263,163.824,3,rock
The Goo Goo Dolls,Dizzy up the Girl,Iris,83,289533,0,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3,rock
The Neighbourhood,I Love You.,Afraid,77,251186,1,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,rock
Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,79,183893,0,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,4,rock
TOTO,Toto IV,Africa,83,295893,0,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80,242946,0,0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,4,rock
Official HIGE DANdism,Cry Baby,Cry Baby,66,240284,0,0.318,0.902,1,-4.605,1,0.131,0.0116,0,0.393,0.437,199.844,4,rock
The 1975,A Brief Inquiry Into Online Relationships,Be My Mistake,73,256688,0,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3,rock
BANNERS,Empires On Fire,Someone To You,73,219800,0,0.468,0.936,2,-3.683,1,0.0455,0.00568,0,0.24,0.663,75.05,4,rock
The Local Train,Aalas Ka Pedh,Kaisey Jiyun,48,239085,0,0.386,0.824,11,-5.225,0,0.0317,0.000305,6.5e-06,0.269,0.362,163.989,4,rock
Arctic Monkeys,I Ain't Quite Where I Think I Am,Body Paint,61,290584,0,0.556,0.315,7,-11.651,0,0.0625,0.568,0,0.0774,0.256,143.327,4,rock
AJR,The Click (Deluxe Edition),Burn the House Down,64,212689,1,0.454,0.66,0,-4.357,1,0.168,0.0364,0,0.181,0.568,184.353,4,rock
Survivor,Eye Of The Tiger,Eye of the Tiger,75,243773,0,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,4,rock
Arctic Monkeys,I Ain't Quite Where I Think I Am,There’d Better Be A Mirrorball,58,265798,0,0.511,0.367,3,-10.891,1,0.0319,0.642,0.0122,0.186,0.323,143.698,4,rock
Guns N' Roses,Appetite For Destruction,Welcome To The Jungle,80,272026,1,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,4,rock
Oasis,(What's The Story) Morning Glory? [Remastered],Wonderwall - Remastered,78,258773,0,0.378,0.896,2,-4.066,1,0.0407,0.000452,0,0.194,0.469,174.302,4,rock
?,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Danger Zone - From ""Top Gun"" Original Soundtrack",77,215133,0,0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,4,rock
Imagine Dragons;Kaskade,Believer (Kaskade Remix),Believer - Kaskade Remix,61,190893,0,0.73,0.634,10,-5.084,0,0.0509,0.181,2.24e-06,0.118,0.182,126.022,4,rock
Christina Perri,Holly Jolly Christmas,Merry Christmas Darling,0,200240,0,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,rock
Christina Perri,Christmas Time,Merry Christmas Darling,0,200240,0,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,rock
Christina Perri,Perfect Christmas Hits,Merry Christmas Darling,0,200240,0,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,rock
Christina Perri,Christmas Music - Holiday Hits,Merry Christmas Darling,?,200240,0,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,rock
Christina Perri,Feeling Good - Adult Pop Favorites,arms,0,261213,0,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.312,4,rock
Christina Perri,Merry Christmas,Merry Christmas Darling,0,200240,?,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,rock
Christina Perri;Passion Pit,EDM Hits,human - Passion Pit Remix,0,301320,0,0.721,0.791,8,-4.98,1,0.0317,0.000769,0.0016,0.344,0.401,120.009,4,rock
Kaiser Chiefs,Employment,Modern Way,56,243626,0,0.536,0.764,1,-5.174,0,0.0393,0.0302,1.06e-05,0.104,0.294,147.585,4,rock
grandson,All Out Alternative,Blood // Water,0,214520,0,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,rock
Christina Perri;Addal,Happy Commute,burning gold - Addal Remix,0,292718,0,0.754,0.667,4,-7.343,0,0.0258,0.0573,0.0357,0.114,0.261,117.975,4,rock
Chicago,80's,You're the Inspiration,0,230440,0,0.604,0.424,11,-12.288,1,0.0278,0.329,0,0.116,0.291,73.924,4,rock
Lionel Richie,Disco Boogie Mood,Dancing On The Ceiling,1,272280,0,0.688,0.874,0,-6.456,1,0.0521,0.121,0,0.394,0.709,133.214,4,rock
David Bisbal,Retro Baladas,Dígale,0,265226,0,0.559,0.472,2,-6.814,1,0.0299,0.583,0,0.146,0.305,129.945,4,rock
David Bisbal,Retro Baladas,Me Enamoré De Ti,0,206173,0,0.497,0.524,2,-8.111,1,0.0293,0.191,0,0.0896,0.209,143.961,4,rock
Chicago,Holly Jolly Christmas,(Because) It's Christmastime,0,200026,0,0.711,0.742,11,-5.434,0,0.0294,0.172,0.000838,0.0502,0.73,100.053,4,rock
grandson,Alternative Rock Mixtape,Blood // Water,0,214520,0,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,rock
grandson,20's Rock,In Over My Head,0,198365,1,0.582,0.817,0,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,4,rock
Lionel Richie,Disco Boogie Mood,All Night Long (All Night) - Single Version,1,382973,0,0.719,0.584,1,-13.346,1,0.0386,0.272,0.000803,0.0288,0.849,108.832,4,rock
David Bisbal,Carrete con besties,Antes Que No,0,226270,0,0.635,0.924,5,-4.856,1,0.0546,0.153,2.63e-05,0.0827,0.666,94.008,4,rock
David Bisbal,Halloween 2022 Pop Vol. 2,Diez Mil Maneras,0,212028,0,0.665,0.765,0,-6.036,1,0.0316,0.13,0,0.0831,0.744,153.984,4,rock
Chicago,Christmas Music - Holiday Hits,(Because) It's Christmastime,0,200026,0,0.711,0.742,11,-5.434,0,0.0294,0.172,0.000838,0.0502,0.73,100.053,4,rock
David Bisbal;Sebastian Yatra,Para entrar en calor,A Partir De Hoy,0,196802,0,0.652,0.847,6,-5.035,1,0.0552,0.188,0,0.378,0.515,163.942,4,rock
Steely Dan,Fiesta temática 70s,Do It Again,1,354933,0,0.695,0.583,2,-8.265,0,0.0303,0.157,7.61e-05,0.0576,0.96,124.61,4,rock
Lionel Richie,80s Bangers Vol. 2,Dancing On The Ceiling,0,272280,0,0.688,0.874,0,-6.456,1,0.0521,0.121,0,0.394,0.709,133.214,4,rock
Babasónicos,tardes tranqui,Como Eran Las Cosas,0,242520,0,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,rock
Lionel Richie,Artsy & Colourful,Angel - Metro Mix Radio Edit,0,223040,?,0.725,0.822,9,-10.059,1,0.0402,0.011,0,0.0938,0.581,127.971,4,rock
Paul Simon,Helloween Party,The Werewolf,0,205666,0,0.742,0.684,11,-6.543,0,0.137,0.139,0,0.115,0.547,133.593,4,rock
Paul Simon,Halloween Hits,The Werewolf,2,205666,0,0.742,0.684,11,-6.543,0,0.137,0.139,0,0.115,0.547,133.593,4,rock
Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,0,0.52,0.758,2,-9.92,1,0.0363,0.115,0,0.109,0.706,135.349,4,rock
Steely Dan,70s Christmas Party,Reelin' In The Years,0,275466,0,0.52,0.758,2,-9.92,1,0.0363,0.115,0,0.109,0.706,135.349,4,rock
Steely Dan,Best 70s Rock Tunes,Midnite Cruiser,0,246600,0,0.64,0.644,1,-10.273,1,0.0283,0.273,0,0.0449,0.722,99.197,4,rock
Paul Simon,12 Days of Christmas 2022,Getting Ready For Christmas Day,0,245506,0,0.733,0.756,2,-8.05,1,0.135,0.438,3.22e-05,0.335,0.923,124.09,3,rock
